OTU	genus	species	notes
OTU_220	g__Neobacillus_novalis_XLM17_GCA_030123445.1	s__	Neobacillus_novalis_XLM17_GCA_030123445.1
OTU_221	g__Paenibacillus_sp.	s__11B_GCF-030487755.1	Paenibacillus_sp. 11B_GCF-030487755.1
OTU_222	g__Bacillus_sp._DX4.1_GCA_030348195.1	s__	Bacillus_sp._DX4.1_GCA_030348195.1
OTU_223	g__Neobacillus_sp._SuZ13_GCA_030123365.1	s__	Neobacillus_sp._SuZ13_GCA_030123365.1
OTU_224	g__Bacillus_sp._DX4.1_GCA_030348195.1	s__	Bacillus_sp._DX4.1_GCA_030348195.1
OTU_225	g__Bacillus_altitudinis_G6S2_GCA_030123125.1	s__	Bacillus_altitudinis_G6S2_GCA_030123125.1
OTU_226	g__Bacillus_paralicheniformis_CEW	s__1W_GCA_030123025.1	Bacillus_paralicheniformis_CEW 1W_GCA_030123025.1
OTU_227	g__Paenibacillus_sp.	s__11B_GCF-030487755.1	Paenibacillus_sp. 11B_GCF-030487755.1
OTU_228	g__Paenibacillus_sp.	s__11B_GCF-030487755.1	Paenibacillus_sp. 11B_GCF-030487755.1
OTU_229	g__Bacillus_paralicheniformis_CEW	s__1W_GCA_030123025.1	Bacillus_paralicheniformis_CEW 1W_GCA_030123025.1
OTU_230	g__Bacillus_subtilis_KF24_GCA_030123145.1	s__	Bacillus_subtilis_KF24_GCA_030123145.1
OTU_231	g__Paenibacillus_sp.	s__11B_GCF-030487755.1	Paenibacillus_sp. 11B_GCF-030487755.1
OTU_232	g__Bacillus_paralicheniformis_CEW	s__1W_GCA_030123025.1	Bacillus_paralicheniformis_CEW 1W_GCA_030123025.1
OTU_233	g__Bacillus_paralicheniformis_CEW	s__1W_GCA_030123025.1	Bacillus_paralicheniformis_CEW 1W_GCA_030123025.1
OTU_234	g__Bacillus_paralicheniformis_CEW	s__1W_GCA_030123025.1	Bacillus_paralicheniformis_CEW 1W_GCA_030123025.1
OTU_235	g__Paenibacillus_silvae_LY60_GCF_030348445.1	s__	Paenibacillus_silvae_LY60_GCF_030348445.1
OTU_236	g__Paenibacillus_sp.	s__11B_GCF-030487755.1	Paenibacillus_sp. 11B_GCF-030487755.1
OTU_237	g__Paenibacillus_sp.	s__11B_GCF-030487755.1	Paenibacillus_sp. 11B_GCF-030487755.1
OTU_239	g__Paenibacillus_sp.	s__11B_GCF-030487755.1	Paenibacillus_sp. 11B_GCF-030487755.1
OTU_241	g__Neobacillus_sp._SuZ13_GCA_030123365.1	s__	Neobacillus_sp._SuZ13_GCA_030123365.1
OTU_242	g__Paenibacillus_silvae_LY60_GCF_030348445.1	s__	Paenibacillus_silvae_LY60_GCF_030348445.1
OTU_244	g__Paenibacillus_sp.	s__11B_GCF-030487755.1	Paenibacillus_sp. 11B_GCF-030487755.1
OTU_245	g__Bacillus_paralicheniformis_CEW	s__1W_GCA_030123025.1	Bacillus_paralicheniformis_CEW 1W_GCA_030123025.1
OTU_246	g__Bacillus_paralicheniformis_CEW	s__1W_GCA_030123025.1	Bacillus_paralicheniformis_CEW 1W_GCA_030123025.1
OTU_247	g__Bacillus_paralicheniformis_CEW	s__1W_GCA_030123025.1	Bacillus_paralicheniformis_CEW 1W_GCA_030123025.1
OTU_248	g__Bacillus_paralicheniformis_CEW	s__1W_GCA_030123025.1	Bacillus_paralicheniformis_CEW 1W_GCA_030123025.1
OTU_249	g__Bacillus_paralicheniformis_CEW	s__1W_GCA_030123025.1	Bacillus_paralicheniformis_CEW 1W_GCA_030123025.1
OTU_250	g__Bacillus_pumilus_GT4_IS1_GCA_030348915.1	s__	Bacillus_pumilus_GT4_IS1_GCA_030348915.1
OTU_251	g__Bacillus_safensis_CEW-AP100_GCA_030122965.1	s__	Bacillus_safensis_CEW-AP100_GCA_030122965.1
OTU_252	g__Bacillus_pseudomycoides_SIN1.1_GCA_031324125.1	s__	Bacillus_pseudomycoides_SIN1.1_GCA_031324125.1
OTU_253	g__Bacillus_paralicheniformis_CEW	s__1W_GCA_030123025.1	Bacillus_paralicheniformis_CEW 1W_GCA_030123025.1
OTU_254	g__Paenibacillus_sp.	s__11B_GCF-030487755.1	Paenibacillus_sp. 11B_GCF-030487755.1
OTU_255	g__Mesobacillus_sp.	s__AQ2_GCA_030122805.1	Mesobacillus_sp. AQ2_GCA_030122805.1
OTU_256	g__Bacillus_subtilis_G2S2_GCA_030123085.1	s__	Bacillus_subtilis_G2S2_GCA_030123085.1
OTU_257	g__Paenibacillus_silvae_LY60_GCF_030348445.1	s__	Paenibacillus_silvae_LY60_GCF_030348445.1
OTU_258	g__Bacillus_paralicheniformis_CEW	s__1W_GCA_030123025.1	Bacillus_paralicheniformis_CEW 1W_GCA_030123025.1
OTU_259	g__Paenibacillus_sp.	s__11B_GCF-030487755.1	Paenibacillus_sp. 11B_GCF-030487755.1
OTU_260	g__Bacillus_safensis_CEW-AP100_GCA_030122965.1	s__	Bacillus_safensis_CEW-AP100_GCA_030122965.1
OTU_261	g__Bacillus_altitudinis_G6S2_GCA_030123125.1	s__	Bacillus_altitudinis_G6S2_GCA_030123125.1
OTU_262	g__Lysinibacillus_pakistanensis_LY92_GCA_030123265.1	s__	Lysinibacillus_pakistanensis_LY92_GCA_030123265.1
OTU_263	g__Paenibacillus_sp.	s__11B_GCF-030487755.1	Paenibacillus_sp. 11B_GCF-030487755.1
OTU_264	g__Paenibacillus_sp.	s__11B_GCF-030487755.1	Paenibacillus_sp. 11B_GCF-030487755.1
OTU_265	g__Bacillus_safensis_CEW-AP100_GCA_030122965.1	s__	Bacillus_safensis_CEW-AP100_GCA_030122965.1
OTU_266	g__Peribacillus_frigoritolerans_CF13_GCA_030348785.1	s__	Peribacillus_frigoritolerans_CF13_GCA_030348785.1
OTU_267	g__Bacillus_altitudinis_G6S2_GCA_030123125.1	s__	Bacillus_altitudinis_G6S2_GCA_030123125.1
OTU_268	g__Bacillus_paralicheniformis_CEW	s__1W_GCA_030123025.1	Bacillus_paralicheniformis_CEW 1W_GCA_030123025.1
OTU_270	g__Bacillus_paralicheniformis_CEW	s__1W_GCA_030123025.1	Bacillus_paralicheniformis_CEW 1W_GCA_030123025.1
OTU_271	g__Paenibacillus_sp.	s__11B_GCF-030487755.1	Paenibacillus_sp. 11B_GCF-030487755.1
OTU_273	g__Bacillus_paralicheniformis_CEW	s__1W_GCA_030123025.1	Bacillus_paralicheniformis_CEW 1W_GCA_030123025.1
OTU_274	g__Bacillus_sonorensis_YX13_GCA_031324045.1	s__	Bacillus_sonorensis_YX13_GCA_031324045.1
OTU_275	g__Bacillus_safensis_CEW-AP100_GCA_030122965.1	s__	Bacillus_safensis_CEW-AP100_GCA_030122965.1
OTU_276	g__Bacillus_paralicheniformis_CEW	s__1W_GCA_030123025.1	Bacillus_paralicheniformis_CEW 1W_GCA_030123025.1
OTU_277	g__Bacillus_anthracis_Mn106-1	s__head2	Bacillus_anthracis_Mn106-1 head2 chi_GCA_030166975.1
OTU_278	g__Bacillus_altitudinis_G6S2_GCA_030123125.1	s__	Bacillus_altitudinis_G6S2_GCA_030123125.1
OTU_279	g__Lysinibacillus_sp._G4S2_GCA_030348505.1	s__	Lysinibacillus_sp._G4S2_GCA_030348505.1
OTU_280	g__Paenibacillus_sp.	s__11B_GCF-030487755.1	Paenibacillus_sp. 11B_GCF-030487755.1
OTU_281	g__Paenibacillus_sp.	s__11B_GCF-030487755.1	Paenibacillus_sp. 11B_GCF-030487755.1
OTU_282	g__Bacillus_paralicheniformis_CEW	s__1W_GCA_030123025.1	Bacillus_paralicheniformis_CEW 1W_GCA_030123025.1
OTU_283	g__Paenibacillus_sp.	s__11B_GCF-030487755.1	Paenibacillus_sp. 11B_GCF-030487755.1
OTU_284	g__Bacillus_safensis_CEW-AP100_GCA_030122965.1	s__	Bacillus_safensis_CEW-AP100_GCA_030122965.1
OTU_285	g__Bacillus_paralicheniformis_CEW	s__1W_GCA_030123025.1	Bacillus_paralicheniformis_CEW 1W_GCA_030123025.1
OTU_286	g__Paenibacillus_sp.	s__11B_GCF-030487755.1	Paenibacillus_sp. 11B_GCF-030487755.1
OTU_287	g__Paenibacillus_sp.	s__11B_GCF-030487755.1	Paenibacillus_sp. 11B_GCF-030487755.1
OTU_288	g__Paenibacillus_sp.	s__11B_GCF-030487755.1	Paenibacillus_sp. 11B_GCF-030487755.1
OTU_289	g__Bacillus_paralicheniformis_CEW	s__1W_GCA_030123025.1	Bacillus_paralicheniformis_CEW 1W_GCA_030123025.1
OTU_290	g__Bacillus_pseudomycoides_SIN1.1_GCA_031324125.1	s__	Bacillus_pseudomycoides_SIN1.1_GCA_031324125.1
OTU_291	g__Paenibacillus_silvae_LY60_GCF_030348445.1	s__	Paenibacillus_silvae_LY60_GCF_030348445.1
OTU_292	g__Paenibacillus_sp.	s__11B_GCF-030487755.1	Paenibacillus_sp. 11B_GCF-030487755.1
OTU_293	g__Bacillus_paralicheniformis_CEW	s__1W_GCA_030123025.1	Bacillus_paralicheniformis_CEW 1W_GCA_030123025.1
OTU_294	g__Bacillus_paralicheniformis_CEW	s__1W_GCA_030123025.1	Bacillus_paralicheniformis_CEW 1W_GCA_030123025.1
OTU_295	g__Paenibacillus_silvae_LY60_GCF_030348445.1	s__	Paenibacillus_silvae_LY60_GCF_030348445.1
OTU_296	g__Bacillus_paralicheniformis_CEW	s__1W_GCA_030123025.1	Bacillus_paralicheniformis_CEW 1W_GCA_030123025.1
OTU_298	g__Lysinibacillus_pakistanensis_LY92_GCA_030123265.1	s__	Lysinibacillus_pakistanensis_LY92_GCA_030123265.1
OTU_299	g__Paenibacillus_silvae_LY60_GCF_030348445.1	s__	Paenibacillus_silvae_LY60_GCF_030348445.1
OTU_300	g__Bacillus_paralicheniformis_CEW	s__1W_GCA_030123025.1	Bacillus_paralicheniformis_CEW 1W_GCA_030123025.1
OTU_301	g__Paenibacillus_sp.	s__11B_GCF-030487755.1	Paenibacillus_sp. 11B_GCF-030487755.1
OTU_302	g__Paenibacillus_sp.	s__11B_GCF-030487755.1	Paenibacillus_sp. 11B_GCF-030487755.1
OTU_303	g__Paenibacillus_sp.	s__11B_GCF-030487755.1	Paenibacillus_sp. 11B_GCF-030487755.1
OTU_304	g__Bacillus_safensis_CEW-AP100_GCA_030122965.1	s__	Bacillus_safensis_CEW-AP100_GCA_030122965.1
OTU_305	g__Paenibacillus_woosongensis	s__B2_4_GCA_030122845.1	Paenibacillus_woosongensis B2_4_GCA_030122845.1
OTU_306	g__Bacillus_altitudinis_G6S2_GCA_030123125.1	s__	Bacillus_altitudinis_G6S2_GCA_030123125.1
OTU_307	g__Paenibacillus_silvae_LY60_GCF_030348445.1	s__	Paenibacillus_silvae_LY60_GCF_030348445.1
OTU_308	g__Paenibacillus_sp.	s__11B_GCF-030487755.1	Paenibacillus_sp. 11B_GCF-030487755.1
OTU_309	g__Paenibacillus_sp.	s__11B_GCF-030487755.1	Paenibacillus_sp. 11B_GCF-030487755.1
OTU_310	g__Paenibacillus_sp.	s__11B_GCF-030487755.1	Paenibacillus_sp. 11B_GCF-030487755.1
OTU_311	g__Peribacillus_frigoritolerans_CF29_GCA_030122925.1	s__	Peribacillus_frigoritolerans_CF29_GCA_030122925.1
OTU_312	g__Bacillus_subtilis_G2S2_GCA_030123085.1	s__	Bacillus_subtilis_G2S2_GCA_030123085.1
OTU_313	g__Bacillus_paralicheniformis_CEW	s__1W_GCA_030123025.1	Bacillus_paralicheniformis_CEW 1W_GCA_030123025.1
OTU_314	g__Bacillus_sonorensis_YX13_GCA_031324045.1	s__	Bacillus_sonorensis_YX13_GCA_031324045.1
OTU_315	g__Lysinibacillus_pakistanensis_LY92_GCA_030123265.1	s__	Lysinibacillus_pakistanensis_LY92_GCA_030123265.1
OTU_316	g__Brevibacillus_parabrevis_GCA_031324325.1	s__	Brevibacillus_parabrevis_GCA_031324325.1
OTU_317	g__Bacillus_paralicheniformis_CEW	s__1W_GCA_030123025.1	Bacillus_paralicheniformis_CEW 1W_GCA_030123025.1
OTU_318	g__Paenibacillus_sp.	s__11B_GCF-030487755.1	Paenibacillus_sp. 11B_GCF-030487755.1
OTU_319	g__Paenibacillus_sp.	s__11B_GCF-030487755.1	Paenibacillus_sp. 11B_GCF-030487755.1
OTU_320	g__Bacillus_sonorensis_YX13_GCA_031324045.1	s__	Bacillus_sonorensis_YX13_GCA_031324045.1
OTU_321	g__Bacillus_albus_SXL388_GCA_030292135.1	s__	Bacillus_albus_SXL388_GCA_030292135.1
OTU_322	g__Bacillus_sonorensis_YX13_GCA_031324045.1	s__	Bacillus_sonorensis_YX13_GCA_031324045.1
OTU_324	g__Bacillus_safensis_CEW-AP100_GCA_030122965.1	s__	Bacillus_safensis_CEW-AP100_GCA_030122965.1
OTU_325	g__Lysinibacillus_pakistanensis_LY92_GCA_030123265.1	s__	Lysinibacillus_pakistanensis_LY92_GCA_030123265.1
OTU_326	g__Paenibacillus_silvae_LY60_GCF_030348445.1	s__	Paenibacillus_silvae_LY60_GCF_030348445.1
OTU_327	g__Bacillus_sonorensis_YX13_GCA_031324045.1	s__	Bacillus_sonorensis_YX13_GCA_031324045.1
OTU_328	g__Bacillus_arachidis_YX15_GCA_030285945.1	s__	Bacillus_arachidis_YX15_GCA_030285945.1
OTU_329	g__Bacillus_safensis_CEW-AP100_GCA_030122965.1	s__	Bacillus_safensis_CEW-AP100_GCA_030122965.1
OTU_330	g__Bacillus_altitudinis_G6S2_GCA_030123125.1	s__	Bacillus_altitudinis_G6S2_GCA_030123125.1
OTU_331	g__Paenibacillus_silvae_LY60_GCF_030348445.1	s__	Paenibacillus_silvae_LY60_GCF_030348445.1
OTU_332	g__Peribacillus_frigoritolerans_LC22_GCA_030123165.1	s__	Peribacillus_frigoritolerans_LC22_GCA_030123165.1
OTU_333	g__Bacillus_paralicheniformis_CEW	s__1W_GCA_030123025.1	Bacillus_paralicheniformis_CEW 1W_GCA_030123025.1
OTU_334	g__Bacillus_sonorensis_YX13_GCA_031324045.1	s__	Bacillus_sonorensis_YX13_GCA_031324045.1
OTU_335	g__Bacillus_sonorensis_YX13_GCA_031324045.1	s__	Bacillus_sonorensis_YX13_GCA_031324045.1
OTU_336	g__Bacillus_paralicheniformis_CEW	s__1W_GCA_030123025.1	Bacillus_paralicheniformis_CEW 1W_GCA_030123025.1
OTU_337	g__Bacillus_paralicheniformis_CEW	s__1W_GCA_030123025.1	Bacillus_paralicheniformis_CEW 1W_GCA_030123025.1
OTU_338	g__Bacillus_sonorensis_YX13_GCA_031324045.1	s__	Bacillus_sonorensis_YX13_GCA_031324045.1
OTU_339	g__Bacillus_licheniformis_D9_B_45_GCA_030348625.1	s__	Bacillus_licheniformis_D9_B_45_GCA_030348625.1
OTU_340	g__Bacillus_safensis_CEW-AP100_GCA_030122965.1	s__	Bacillus_safensis_CEW-AP100_GCA_030122965.1
OTU_341	g__Bacillus_safensis_CEW-AP100_GCA_030122965.1	s__	Bacillus_safensis_CEW-AP100_GCA_030122965.1
OTU_342	g__Bacillus_paralicheniformis_CEW	s__1W_GCA_030123025.1	Bacillus_paralicheniformis_CEW 1W_GCA_030123025.1
OTU_343	g__Paenibacillus_sp.	s__11B_GCF-030487755.1	Paenibacillus_sp. 11B_GCF-030487755.1
OTU_344	g__Paenibacillus_silvae_LY60_GCF_030348445.1	s__	Paenibacillus_silvae_LY60_GCF_030348445.1
OTU_345	g__Bacillus_sonorensis_YX13_GCA_031324045.1	s__	Bacillus_sonorensis_YX13_GCA_031324045.1
OTU_346	g__Bacillus_albus_SXL388_GCA_030292135.1	s__	Bacillus_albus_SXL388_GCA_030292135.1
OTU_347	g__Bacillus_paralicheniformis_CEW	s__1W_GCA_030123025.1	Bacillus_paralicheniformis_CEW 1W_GCA_030123025.1
OTU_348	g__Bacillus_sonorensis_YX13_GCA_031324045.1	s__	Bacillus_sonorensis_YX13_GCA_031324045.1
OTU_349	g__Bacillus_anthracis_Mn106-1	s__head2	Bacillus_anthracis_Mn106-1 head2 chi_GCA_030166975.1
OTU_350	g__Paenibacillus_silvae_LY60_GCF_030348445.1	s__	Paenibacillus_silvae_LY60_GCF_030348445.1
OTU_351	g__Bacillus_sonorensis_YX13_GCA_031324045.1	s__	Bacillus_sonorensis_YX13_GCA_031324045.1
OTU_352	g__Bacillus_arachidis_YX15_GCA_030285945.1	s__	Bacillus_arachidis_YX15_GCA_030285945.1
OTU_353	g__Paenibacillus_sp.	s__11B_GCF-030487755.1	Paenibacillus_sp. 11B_GCF-030487755.1
OTU_354	g__Bacillus_paralicheniformis_CEW	s__1W_GCA_030123025.1	Bacillus_paralicheniformis_CEW 1W_GCA_030123025.1
OTU_355	g__Bacillus_paralicheniformis_CEW	s__1W_GCA_030123025.1	Bacillus_paralicheniformis_CEW 1W_GCA_030123025.1
OTU_356	g__Paenibacillus_silvae_LY60_GCF_030348445.1	s__	Paenibacillus_silvae_LY60_GCF_030348445.1
OTU_357	g__Bacillus_sp._DX1.1_GCA_030348225.1	s__	Bacillus_sp._DX1.1_GCA_030348225.1
OTU_358	g__Paenibacillus_sp.	s__11B_GCF-030487755.1	Paenibacillus_sp. 11B_GCF-030487755.1
OTU_359	g__Paenibacillus_sp.	s__11B_GCF-030487755.1	Paenibacillus_sp. 11B_GCF-030487755.1
OTU_360	g__Bacillus_paralicheniformis_CEW	s__1W_GCA_030123025.1	Bacillus_paralicheniformis_CEW 1W_GCA_030123025.1
OTU_361	g__Paenibacillus_sp.	s__11B_GCF-030487755.1	Paenibacillus_sp. 11B_GCF-030487755.1
OTU_362	g__Paenibacillus_sp.	s__11B_GCF-030487755.1	Paenibacillus_sp. 11B_GCF-030487755.1
OTU_363	g__Bacillus_paralicheniformis_CEW	s__1W_GCA_030123025.1	Bacillus_paralicheniformis_CEW 1W_GCA_030123025.1
OTU_364	g__Bacillus_paralicheniformis_CEW	s__1W_GCA_030123025.1	Bacillus_paralicheniformis_CEW 1W_GCA_030123025.1
OTU_365	g__Bacillus_sonorensis_YX13_GCA_031324045.1	s__	Bacillus_sonorensis_YX13_GCA_031324045.1
OTU_366	g__Mesobacillus_sp.	s__AQ2_GCA_030122805.1	Mesobacillus_sp. AQ2_GCA_030122805.1
OTU_367	g__Neobacillus_novalis_XLM17_GCA_030123445.1	s__	Neobacillus_novalis_XLM17_GCA_030123445.1
OTU_368	g__Paenibacillus_sp.	s__11B_GCF-030487755.1	Paenibacillus_sp. 11B_GCF-030487755.1
OTU_369	g__Bacillus_sonorensis_YX13_GCA_031324045.1	s__	Bacillus_sonorensis_YX13_GCA_031324045.1
OTU_370	g__Bacillus_paralicheniformis_CEW	s__1W_GCA_030123025.1	Bacillus_paralicheniformis_CEW 1W_GCA_030123025.1
OTU_371	g__Bacillus_toyonensis_Puebla_S2_GCA_030167055.1	s__	Bacillus_toyonensis_Puebla_S2_GCA_030167055.1
OTU_372	g__Lysinibacillus_pakistanensis_LY92_GCA_030123265.1	s__	Lysinibacillus_pakistanensis_LY92_GCA_030123265.1
OTU_373	g__Bacillus_sonorensis_YX13_GCA_031324045.1	s__	Bacillus_sonorensis_YX13_GCA_031324045.1
OTU_374	g__Bacillus_sonorensis_YX13_GCA_031324045.1	s__	Bacillus_sonorensis_YX13_GCA_031324045.1
OTU_375	g__Bacillus_sonorensis_YX13_GCA_031324045.1	s__	Bacillus_sonorensis_YX13_GCA_031324045.1
OTU_376	g__Bacillus_paralicheniformis_CEW	s__1W_GCA_030123025.1	Bacillus_paralicheniformis_CEW 1W_GCA_030123025.1
OTU_377	g__Paenibacillus_sp.	s__11B_GCF-030487755.1	Paenibacillus_sp. 11B_GCF-030487755.1
OTU_378	g__Mesobacillus_sp.	s__AQ2_GCA_030122805.1	Mesobacillus_sp. AQ2_GCA_030122805.1
OTU_379	g__Bacillus_sonorensis_YX13_GCA_031324045.1	s__	Bacillus_sonorensis_YX13_GCA_031324045.1
OTU_380	g__Bacillus_sonorensis_YX13_GCA_031324045.1	s__	Bacillus_sonorensis_YX13_GCA_031324045.1
OTU_381	g__Virgibacillus_halodenitrifican_ACCC02857_GCA_030122745.1	s__	Virgibacillus_halodenitrifican_ACCC02857_GCA_030122745.1
OTU_382	g__Bacillus_paralicheniformis_CEW	s__1W_GCA_030123025.1	Bacillus_paralicheniformis_CEW 1W_GCA_030123025.1
OTU_384	g__Bacillus_paralicheniformis_CEW	s__1W_GCA_030123025.1	Bacillus_paralicheniformis_CEW 1W_GCA_030123025.1
OTU_385	g__Paenibacillus_silvae_LY60_GCF_030348445.1	s__	Paenibacillus_silvae_LY60_GCF_030348445.1
OTU_386	g__Bacillus_sonorensis_YX13_GCA_031324045.1	s__	Bacillus_sonorensis_YX13_GCA_031324045.1
OTU_387	g__Bacillus_halotolerans_KF17_GCA_030292055.1	s__	Bacillus_halotolerans_KF17_GCA_030292055.1
OTU_388	g__Paenibacillus_sp.	s__11B_GCF-030487755.1	Paenibacillus_sp. 11B_GCF-030487755.1
OTU_389	g__Peribacillus_simplex_WH6_GCA_030123485.1	s__	Peribacillus_simplex_WH6_GCA_030123485.1
OTU_390	g__Bacillus_safensis_CEW-AP100_GCA_030122965.1	s__	Bacillus_safensis_CEW-AP100_GCA_030122965.1
OTU_391	g__Neobacillus_novalis_XLM17_GCA_030123445.1	s__	Neobacillus_novalis_XLM17_GCA_030123445.1
OTU_392	g__Bacillus_licheniformis_D9_B_45_GCA_030348625.1	s__	Bacillus_licheniformis_D9_B_45_GCA_030348625.1
OTU_393	g__Bacillus_safensis_CEW-AP100_GCA_030122965.1	s__	Bacillus_safensis_CEW-AP100_GCA_030122965.1
OTU_394	g__Bacillus_paralicheniformis_CEW	s__1W_GCA_030123025.1	Bacillus_paralicheniformis_CEW 1W_GCA_030123025.1
OTU_395	g__Bacillus_sp._DX1.1_GCA_030348225.1	s__	Bacillus_sp._DX1.1_GCA_030348225.1
OTU_396	g__Paenibacillus_silvae_LY60_GCF_030348445.1	s__	Paenibacillus_silvae_LY60_GCF_030348445.1
OTU_397	g__Bacillus_sonorensis_YX13_GCA_031324045.1	s__	Bacillus_sonorensis_YX13_GCA_031324045.1
OTU_398	g__Bacillus_sonorensis_YX13_GCA_031324045.1	s__	Bacillus_sonorensis_YX13_GCA_031324045.1
OTU_399	g__Bacillus_paralicheniformis_CEW	s__1W_GCA_030123025.1	Bacillus_paralicheniformis_CEW 1W_GCA_030123025.1
OTU_400	g__Bacillus_sonorensis_YX13_GCA_031324045.1	s__	Bacillus_sonorensis_YX13_GCA_031324045.1
OTU_401	g__Mesobacillus_sp.	s__AQ2_GCA_030122805.1	Mesobacillus_sp. AQ2_GCA_030122805.1
OTU_402	g__Bacillus_paralicheniformis_CEW	s__1W_GCA_030123025.1	Bacillus_paralicheniformis_CEW 1W_GCA_030123025.1
OTU_403	g__Bacillus_sonorensis_YX13_GCA_031324045.1	s__	Bacillus_sonorensis_YX13_GCA_031324045.1
OTU_404	g__Bacillus_sonorensis_YX13_GCA_031324045.1	s__	Bacillus_sonorensis_YX13_GCA_031324045.1
OTU_405	g__Lysinibacillus_pakistanensis_LY92_GCA_030123265.1	s__	Lysinibacillus_pakistanensis_LY92_GCA_030123265.1
OTU_406	g__Bacillus_hominis_DX2.3_GCA_030348535.1	s__	Bacillus_hominis_DX2.3_GCA_030348535.1
OTU_407	g__Bacillus_licheniformis_D9_B_45_GCA_030348625.1	s__	Bacillus_licheniformis_D9_B_45_GCA_030348625.1
OTU_408	g__Lysinibacillus_sp._G4S2_GCA_030348505.1	s__	Lysinibacillus_sp._G4S2_GCA_030348505.1
OTU_409	g__Paenibacillus_sp.	s__11B_GCF-030487755.1	Paenibacillus_sp. 11B_GCF-030487755.1
OTU_410	g__Mesobacillus_sp.	s__AQ2_GCA_030122805.1	Mesobacillus_sp. AQ2_GCA_030122805.1
OTU_411	g__Rossellomorea_marisflavi_LC18_GCA_031324195.1	s__	Rossellomorea_marisflavi_LC18_GCA_031324195.1
OTU_412	g__Paenibacillus_sp.	s__11B_GCF-030487755.1	Paenibacillus_sp. 11B_GCF-030487755.1
OTU_413	g__Bacillus_sonorensis_YX13_GCA_031324045.1	s__	Bacillus_sonorensis_YX13_GCA_031324045.1
OTU_414	g__Bacillus_paralicheniformis_CEW	s__1W_GCA_030123025.1	Bacillus_paralicheniformis_CEW 1W_GCA_030123025.1
OTU_415	g__Brevibacillus_parabrevis_GCA_031324325.1	s__	Brevibacillus_parabrevis_GCA_031324325.1
OTU_416	g__Bacillus_anthracis_Mn106-1	s__head2	Bacillus_anthracis_Mn106-1 head2 chi_GCA_030166975.1
OTU_417	g__Bacillus_paralicheniformis_CEW	s__1W_GCA_030123025.1	Bacillus_paralicheniformis_CEW 1W_GCA_030123025.1
OTU_418	g__Paenibacillus_sp.	s__11B_GCF-030487755.1	Paenibacillus_sp. 11B_GCF-030487755.1
OTU_419	g__Bacillus_paralicheniformis_CEW	s__1W_GCA_030123025.1	Bacillus_paralicheniformis_CEW 1W_GCA_030123025.1
OTU_420	g__Paenibacillus_sp.	s__11B_GCF-030487755.1	Paenibacillus_sp. 11B_GCF-030487755.1
OTU_421	g__Brevibacillus_parabrevis_GCA_031324325.1	s__	Brevibacillus_parabrevis_GCA_031324325.1
OTU_422	g__Bacillus_paralicheniformis_CEW	s__1W_GCA_030123025.1	Bacillus_paralicheniformis_CEW 1W_GCA_030123025.1
OTU_423	g__Bacillus_sonorensis_YX13_GCA_031324045.1	s__	Bacillus_sonorensis_YX13_GCA_031324045.1
OTU_424	g__Bacillus_paralicheniformis_CEW	s__1W_GCA_030123025.1	Bacillus_paralicheniformis_CEW 1W_GCA_030123025.1
OTU_425	g__Paenibacillus_silvae_LY60_GCF_030348445.1	s__	Paenibacillus_silvae_LY60_GCF_030348445.1
OTU_426	g__Paenibacillus_sp.	s__11B_GCF-030487755.1	Paenibacillus_sp. 11B_GCF-030487755.1
OTU_427	g__Bacillus_paralicheniformis_CEW	s__1W_GCA_030123025.1	Bacillus_paralicheniformis_CEW 1W_GCA_030123025.1
OTU_428	g__Paenibacillus_sp.	s__11B_GCF-030487755.1	Paenibacillus_sp. 11B_GCF-030487755.1
OTU_429	g__Bacillus_paralicheniformis_CEW	s__1W_GCA_030123025.1	Bacillus_paralicheniformis_CEW 1W_GCA_030123025.1
OTU_430	g__Bacillus_sonorensis_YX13_GCA_031324045.1	s__	Bacillus_sonorensis_YX13_GCA_031324045.1
OTU_431	g__Bacillus_paralicheniformis_CEW	s__1W_GCA_030123025.1	Bacillus_paralicheniformis_CEW 1W_GCA_030123025.1
OTU_432	g__Neobacillus_novalis_XLM17_GCA_030123445.1	s__	Neobacillus_novalis_XLM17_GCA_030123445.1
OTU_433	g__Paenibacillus_sp.	s__11B_GCF-030487755.1	Paenibacillus_sp. 11B_GCF-030487755.1
OTU_434	g__Lysinibacillus_pakistanensis_LY92_GCA_030123265.1	s__	Lysinibacillus_pakistanensis_LY92_GCA_030123265.1
OTU_436	g__Paenibacillus_sp.	s__11B_GCF-030487755.1	Paenibacillus_sp. 11B_GCF-030487755.1
OTU_437	g__Paenibacillus_sp.	s__11B_GCF-030487755.1	Paenibacillus_sp. 11B_GCF-030487755.1
OTU_438	g__Bacillus_pseudomycoides_SIN1.1_GCA_031324125.1	s__	Bacillus_pseudomycoides_SIN1.1_GCA_031324125.1
OTU_439	g__Bacillus_paralicheniformis_CEW	s__1W_GCA_030123025.1	Bacillus_paralicheniformis_CEW 1W_GCA_030123025.1
OTU_440	g__Paenibacillus_silvae_LY60_GCF_030348445.1	s__	Paenibacillus_silvae_LY60_GCF_030348445.1
OTU_441	g__Paenibacillus_sp.	s__11B_GCF-030487755.1	Paenibacillus_sp. 11B_GCF-030487755.1
